move,860,392,1741097823.8766465
move,859,392,1741097823.8955956
move,859,392,1741097823.9265132
move,858,392,1741097824.0262465
move,857,392,1741097824.0377212
move,857,392,1741097824.0427072
move,856,392,1741097824.045699
move,856,392,1741097824.0476937
move,856,392,1741097824.0486913
move,855,392,1741097824.0516832
move,855,392,1741097824.0536776
move,854,393,1741097824.054675
move,853,393,1741097824.0566697
move,853,393,1741097824.0586646
move,852,393,1741097824.0596616
move,852,393,1741097824.0616562
move,851,393,1741097824.0626538
move,851,394,1741097824.0636513
move,851,394,1741097824.0646484
move,850,394,1741097824.066643
move,849,394,1741097824.0676403
move,849,394,1741097824.0686376
move,849,395,1741097824.0706332
move,848,395,1741097824.0716302
move,848,395,1741097824.0726275
move,847,395,1741097824.0736248
move,847,395,1741097824.0736248
move,846,396,1741097824.0756192
move,845,396,1741097824.0776138
move,845,396,1741097824.0786111
move,844,397,1741097824.0796082
move,844,397,1741097824.0806057
move,844,397,1741097824.081603
move,843,397,1741097824.0826004
move,843,398,1741097824.0835984
move,842,398,1741097824.084595
move,841,398,1741097824.0855923
move,841,398,1741097824.0865898
move,840,399,1741097824.087587
move,840,399,1741097824.0885847
move,839,399,1741097824.0895817
move,839,399,1741097824.0905793
move,838,400,1741097824.0915766
move,837,401,1741097824.0925736
move,836,401,1741097824.0935712
move,836,401,1741097824.0945685
move,835,402,1741097824.0955658
move,835,402,1741097824.096563
move,834,403,1741097824.0975604
move,833,403,1741097824.0985577
move,833,403,1741097824.099555
move,832,404,1741097824.1005526
move,831,405,1741097824.1015499
move,830,405,1741097824.1025472
move,829,406,1741097824.1035461
move,829,406,1741097824.1045423
move,828,407,1741097824.1055396
move,827,408,1741097824.1065366
move,825,408,1741097824.1075344
move,825,409,1741097824.1085312
move,824,410,1741097824.1095285
move,822,411,1741097824.1105256
move,822,411,1741097824.1115232
move,820,413,1741097824.1125205
move,819,413,1741097824.1135178
move,818,414,1741097824.1145153
move,817,415,1741097824.1155126
move,815,416,1741097824.1165097
move,814,417,1741097824.117507
move,813,418,1741097824.1185045
move,812,419,1741097824.1195018
move,809,421,1741097824.1204991
move,808,422,1741097824.1214964
move,807,423,1741097824.1224937
move,805,424,1741097824.123491
move,804,426,1741097824.1244884
move,802,427,1741097824.125486
move,800,428,1741097824.1264832
move,798,429,1741097824.1274805
move,797,431,1741097824.1284778
move,794,432,1741097824.129475
move,793,434,1741097824.1304724
move,791,435,1741097824.1314697
move,789,437,1741097824.132467
move,788,437,1741097824.1334643
move,786,440,1741097824.1344619
move,784,441,1741097824.1354592
move,782,443,1741097824.1364565
move,780,443,1741097824.1374543
move,778,445,1741097824.1384513
move,777,446,1741097824.139449
move,775,448,1741097824.1404462
move,773,449,1741097824.1414435
move,771,451,1741097824.1424406
move,769,453,1741097824.1434379
move,767,454,1741097824.1444352
move,766,456,1741097824.1454325
move,764,457,1741097824.1464298
move,762,459,1741097824.1474273
move,761,459,1741097824.1484244
move,758,462,1741097824.149422
move,757,462,1741097824.1504192
move,755,464,1741097824.1514165
move,753,465,1741097824.1524136
move,752,467,1741097824.1534111
move,750,468,1741097824.1544085
move,748,470,1741097824.155406
move,747,470,1741097824.1564033
move,746,472,1741097824.1574006
move,743,473,1741097824.158398
move,742,475,1741097824.1593952
move,740,475,1741097824.1603928
move,739,477,1741097824.1613898
move,738,478,1741097824.1623871
move,736,480,1741097824.1633847
move,735,480,1741097824.164382
move,733,482,1741097824.165379
move,732,483,1741097824.1663766
move,731,484,1741097824.1673741
move,729,485,1741097824.1683712
move,728,486,1741097824.1693685
move,727,487,1741097824.170368
move,726,488,1741097824.1713643
move,725,489,1741097824.1723611
move,723,491,1741097824.1733577
move,722,491,1741097824.1743553
move,720,492,1741097824.1753526
move,720,493,1741097824.1763499
move,718,495,1741097824.1773472
move,717,495,1741097824.1783445
move,716,497,1741097824.1793418
move,714,497,1741097824.180339
move,713,499,1741097824.1813366
move,712,500,1741097824.182334
move,711,501,1741097824.1833313
move,709,502,1741097824.1843286
move,708,503,1741097824.1853259
move,707,504,1741097824.1863232
move,705,505,1741097824.1873205
move,704,507,1741097824.188318
